# Prompts for fixing all data quality issues
# Copy and paste these prompts into Cursor chat when working on each file
# Format: Record ID | File Path | Issue Count | Prompt

gisindustryhubarcgiscom | Unknown/geo/gisindustryhubarcgiscom.yaml | 5 issues | Fix all data quality issues for gisindustryhubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
atlastest1dwrhubarcgiscom | Unknown/geo/atlastest1dwrhubarcgiscom.yaml | 5 issues | Fix all data quality issues for atlastest1dwrhubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
xaylorlcthp0dekkjdfivthubarcgiscom | Unknown/geo/xaylorlcthp0dekkjdfivthubarcgiscom.yaml | 5 issues | Fix all data quality issues for xaylorlcthp0dekkjdfivthubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
testingnewstandarsgcolombianohubarcgiscom | Unknown/geo/testingnewstandarsgcolombianohubarcgiscom.yaml | 5 issues | Fix all data quality issues for testingnewstandarsgcolombianohubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
datafcmapsopendataarcgiscom | Unknown/geo/datafcmapsopendataarcgiscom.yaml | 5 issues | Fix all data quality issues for datafcmapsopendataarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
igisdatahubdstihubarcgiscom | Unknown/geo/igisdatahubdstihubarcgiscom.yaml | 5 issues | Fix all data quality issues for igisdatahubdstihubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
lvrtconditionsreporternvdahubarcgiscom | Unknown/geo/lvrtconditionsreporternvdahubarcgiscom.yaml | 5 issues | Fix all data quality issues for lvrtconditionsreporternvdahubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
santaclaracwppsccfchubarcgiscom | Unknown/geo/santaclaracwppsccfchubarcgiscom.yaml | 5 issues | Fix all data quality issues for santaclaracwppsccfchubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
rockislandhubexamplerigovhubarcgiscom | Unknown/geo/rockislandhubexamplerigovhubarcgiscom.yaml | 5 issues | Fix all data quality issues for rockislandhubexamplerigovhubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
portwatchimfdatavizhubarcgiscom | Unknown/geo/portwatchimfdatavizhubarcgiscom.yaml | 5 issues | Fix all data quality issues for portwatchimfdatavizhubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
osinergmingiscorporativohubarcgiscom | Unknown/geo/osinergmingiscorporativohubarcgiscom.yaml | 5 issues | Fix all data quality issues for osinergmingiscorporativohubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
datamatrtopendataarcgiscom | Unknown/geo/datamatrtopendataarcgiscom.yaml | 5 issues | Fix all data quality issues for datamatrtopendataarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
hubbeckerhubarcgiscom | Unknown/geo/hubbeckerhubarcgiscom.yaml | 5 issues | Fix all data quality issues for hubbeckerhubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
mapsuzakacityhubarcgiscom | Unknown/geo/mapsuzakacityhubarcgiscom.yaml | 5 issues | Fix all data quality issues for mapsuzakacityhubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
pporadatahubgesgislabhubarcgiscom | Unknown/geo/pporadatahubgesgislabhubarcgiscom.yaml | 5 issues | Fix all data quality issues for pporadatahubgesgislabhubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
maffudedemo01hubarcgiscom | Unknown/geo/maffudedemo01hubarcgiscom.yaml | 5 issues | Fix all data quality issues for maffudedemo01hubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
arcticeaglepatriot22afdcgshubarcgiscom | Unknown/geo/arcticeaglepatriot22afdcgshubarcgiscom.yaml | 5 issues | Fix all data quality issues for arcticeaglepatriot22afdcgshubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
paginaimpmmlimphubarcgiscom | Unknown/geo/paginaimpmmlimphubarcgiscom.yaml | 5 issues | Fix all data quality issues for paginaimpmmlimphubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
wfcrckeyshubwfcrchubarcgiscom | Unknown/geo/wfcrckeyshubwfcrchubarcgiscom.yaml | 5 issues | Fix all data quality issues for wfcrckeyshubwfcrchubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
datacravendcopendataarcgiscom | Unknown/geo/datacravendcopendataarcgiscom.yaml | 5 issues | Fix all data quality issues for datacravendcopendataarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
commissionerdatahubugishubarcgiscom | Unknown/geo/commissionerdatahubugishubarcgiscom.yaml | 5 issues | Fix all data quality issues for commissionerdatahubugishubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
gispagehvhubarcgiscom | Unknown/geo/gispagehvhubarcgiscom.yaml | 5 issues | Fix all data quality issues for gispagehvhubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
gishubweldgovcom | Unknown/geo/gishubweldgovcom.yaml | 5 issues | Fix all data quality issues for gishubweldgovcom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
mcegeohubtestversionmcescartohubarcgiscom | Unknown/geo/mcegeohubtestversionmcescartohubarcgiscom.yaml | 5 issues | Fix all data quality issues for mcegeohubtestversionmcescartohubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
idelosriosgorelosrioshubarcgiscom | Unknown/geo/idelosriosgorelosrioshubarcgiscom.yaml | 5 issues | Fix all data quality issues for idelosriosgorelosrioshubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
19216821058 | Unknown/Federal/geo/19216821058.yaml | 5 issues | Fix all data quality issues for 19216821058. Issues: MISSING_TOPICS, MISSING_LANGS, MISSING_OWNER_LINK, and 2 more
1461189676 | Unknown/Federal/geo/1461189676.yaml | 5 issues | Fix all data quality issues for 1461189676. Issues: MISSING_LANGS, MISSING_OWNER_LINK, MISSING_IDENTIFIERS, and 2 more
mrvsdihueduet | ET/geo/mrvsdihueduet.yaml | 5 issues | Fix all data quality issues for mrvsdihueduet. Issues: MISSING_TOPICS, MISSING_DESCRIPTION, MISSING_LANGS, and 2 more
opendataprefshizuokajp | JP/JP-22/opendata/opendataprefshizuokajp.yaml | 5 issues | Fix all data quality issues for opendataprefshizuokajp. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_IDENTIFIERS, and 2 more
gisbeershevaopendataarcgiscom | IL/IL-D/geo/gisbeershevaopendataarcgiscom.yaml | 5 issues | Fix all data quality issues for gisbeershevaopendataarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
opendatabr7orgil | IL/Federal/opendata/opendatabr7orgil.yaml | 5 issues | Fix all data quality issues for opendatabr7orgil. Issues: MISSING_TOPICS, MISSING_OWNER_LINK, MISSING_IDENTIFIERS, and 2 more
opendatademonstrationforwebinarisraeldatahubarcgiscom | IL/Federal/geo/opendatademonstrationforwebinarisraeldatahubarcgiscom.yaml | 5 issues | Fix all data quality issues for opendatademonstrationforwebinarisraeldatahubarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
kklopendatahubkklopendataarcgiscom | IL/Federal/geo/kklopendatahubkklopendataarcgiscom.yaml | 5 issues | Fix all data quality issues for kklopendatahubkklopendataarcgiscom. Issues: MISSING_TOPICS, MISSING_TAGS, MISSING_OWNER_LINK, and 2 more
dataportaleuinteractorg | EU/opendata/dataportaleuinteractorg.yaml | 5 issues | Fix all data quality issues for dataportaleuinteractorg. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 2 more
livelanguagedatascientiaeu | EU/Federal/opendata/livelanguagedatascientiaeu.yaml | 5 issues | Fix all data quality issues for livelanguagedatascientiaeu. Issues: MISSING_TOPICS, MISSING_DESCRIPTION, MISSING_LANGS, and 2 more
arcticsdilmse | SE/Federal/geo/arcticsdilmse.yaml | 4 issues | Fix all data quality issues for arcticsdilmse. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
services7arcgiscom | UG/Federal/geo/services7arcgiscom.yaml | 4 issues | Fix all data quality issues for services7arcgiscom. Issues: MISSING_OWNER_LINK, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
ec25019218171compute1amazonawscom | UG/Federal/geo/ec25019218171compute1amazonawscom.yaml | 4 issues | Fix all data quality issues for ec25019218171compute1amazonawscom. Issues: MISSING_OWNER_LINK, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
licenseskpmineralsgovpk | PK/PK-KP/geo/licenseskpmineralsgovpk.yaml | 4 issues | Fix all data quality issues for licenseskpmineralsgovpk. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
1962710938 | ZW/Federal/scientific/1962710938.yaml | 4 issues | Fix all data quality issues for 1962710938. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
iptnhmbyozimcloudnsph | ZW/Federal/scientific/iptnhmbyozimcloudnsph.yaml | 4 issues | Fix all data quality issues for iptnhmbyozimcloudnsph. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
mapcasedeqidahogov | US/US-ID/geo/mapcasedeqidahogov.yaml | 4 issues | Fix all data quality issues for mapcasedeqidahogov. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
atlas1galsuedu | US/US-LA/geo/atlas1galsuedu.yaml | 4 issues | Fix all data quality issues for atlas1galsuedu. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
arcweldengineeringoregonstateedu | US/US-OR/geo/arcweldengineeringoregonstateedu.yaml | 4 issues | Fix all data quality issues for arcweldengineeringoregonstateedu. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
mapsfayettevilleargov | US/US-AR/geo/mapsfayettevilleargov.yaml | 4 issues | Fix all data quality issues for mapsfayettevilleargov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
web2nbmgunredu | US/US-NV/geo/web2nbmgunredu.yaml | 4 issues | Fix all data quality issues for web2nbmgunredu. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
imagerydcgisdcgov | US/US-DC/geo/imagerydcgisdcgov.yaml | 4 issues | Fix all data quality issues for imagerydcgisdcgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
chlgiserdcdrenmil | US/US-DC/geo/chlgiserdcdrenmil.yaml | 4 issues | Fix all data quality issues for chlgiserdcdrenmil. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisportalcoburlingtonnjus | US/US-NJ/geo/gisportalcoburlingtonnjus.yaml | 4 issues | Fix all data quality issues for gisportalcoburlingtonnjus. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
njmaps1radrutgersedu | US/US-NJ/geo/njmaps1radrutgersedu.yaml | 4 issues | Fix all data quality issues for njmaps1radrutgersedu. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
codeforcharlotteopendatasoftcom | US/US-NC/opendata/codeforcharlotteopendatasoftcom.yaml | 4 issues | Fix all data quality issues for codeforcharlotteopendatasoftcom. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gispittcountyncgov | US/US-NC/geo/gispittcountyncgov.yaml | 4 issues | Fix all data quality issues for gispittcountyncgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
giswebtownofchapelhillorg | US/US-NC/geo/giswebtownofchapelhillorg.yaml | 4 issues | Fix all data quality issues for giswebtownofchapelhillorg. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mgelmapsenvdukeedu | US/US-NC/geo/mgelmapsenvdukeedu.yaml | 4 issues | Fix all data quality issues for mgelmapsenvdukeedu. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gissuffolkcountynygov | US/US-NY/geo/gissuffolkcountynygov.yaml | 4 issues | Fix all data quality issues for gissuffolkcountynygov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
orthositsnygov | US/US-NY/geo/orthositsnygov.yaml | 4 issues | Fix all data quality issues for orthositsnygov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisservicesitsnygov | US/US-NY/geo/gisservicesitsnygov.yaml | 4 issues | Fix all data quality issues for gisservicesitsnygov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geodatahawaiigov | US/US-HI/geo/geodatahawaiigov.yaml | 4 issues | Fix all data quality issues for geodatahawaiigov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
opendatafirstmapdelawaregov | US/US-DE/geo/opendatafirstmapdelawaregov.yaml | 4 issues | Fix all data quality issues for opendatafirstmapdelawaregov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gis311baltimorecitygov | US/US-MD/geo/gis311baltimorecitygov.yaml | 4 issues | Fix all data quality issues for gis311baltimorecitygov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
hcggisharfordcountymdgov | US/US-MD/geo/hcggisharfordcountymdgov.yaml | 4 issues | Fix all data quality issues for hcggisharfordcountymdgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gis3montgomerycountymdgov | US/US-MD/geo/gis3montgomerycountymdgov.yaml | 4 issues | Fix all data quality issues for gis3montgomerycountymdgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
esrgcsalisburyedu | US/US-MD/geo/esrgcsalisburyedu.yaml | 4 issues | Fix all data quality issues for esrgcsalisburyedu. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geodatamdgov | US/US-MD/geo/geodatamdgov.yaml | 4 issues | Fix all data quality issues for geodatamdgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
arcsrvnewrayoniercom | US/US-FL/geo/arcsrvnewrayoniercom.yaml | 4 issues | Fix all data quality issues for arcsrvnewrayoniercom. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gissoriowadotgov | US/US-IA/geo/gissoriowadotgov.yaml | 4 issues | Fix all data quality issues for gissoriowadotgov. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
gispottcountyiagov | US/US-IA/geo/gispottcountyiagov.yaml | 4 issues | Fix all data quality issues for gispottcountyiagov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisportaldotctgov | US/US-CT/geo/gisportaldotctgov.yaml | 4 issues | Fix all data quality issues for gisportaldotctgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapsctgov | US/US-CT/geo/mapsctgov.yaml | 4 issues | Fix all data quality issues for mapsctgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
dataftbcagov | US/US-CA/opendata/dataftbcagov.yaml | 4 issues | Fix all data quality issues for dataftbcagov. Issues: MISSING_TAGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
services3arcgiscom | US/US-CA/geo/services3arcgiscom.yaml | 4 issues | Fix all data quality issues for services3arcgiscom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisvtaorg | US/US-CA/geo/gisvtaorg.yaml | 4 issues | Fix all data quality issues for gisvtaorg. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
gissantacruzcountyus | US/US-CA/geo/gissantacruzcountyus.yaml | 4 issues | Fix all data quality issues for gissantacruzcountyus. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
gismapscityofnapaorg | US/US-CA/geo/gismapscityofnapaorg.yaml | 4 issues | Fix all data quality issues for gismapscityofnapaorg. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
vectortileservices2arcgiscom | US/US-CA/geo/vectortileservices2arcgiscom.yaml | 4 issues | Fix all data quality issues for vectortileservices2arcgiscom. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
services6arcgiscom | US/US-CA/geo/services6arcgiscom.yaml | 4 issues | Fix all data quality issues for services6arcgiscom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mycity2houstontxgov | US/US-TX/geo/mycity2houstontxgov.yaml | 4 issues | Fix all data quality issues for mycity2houstontxgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapsbryantxgov | US/US-TX/geo/mapsbryantxgov.yaml | 4 issues | Fix all data quality issues for mapsbryantxgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gistexomacogtxus | US/US-TX/geo/gistexomacogtxus.yaml | 4 issues | Fix all data quality issues for gistexomacogtxus. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datainternaldrptvirginiagov | US/US-VA/opendata/datainternaldrptvirginiagov.yaml | 4 issues | Fix all data quality issues for datainternaldrptvirginiagov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datamccgov | US/Federal/opendata/datamccgov.yaml | 4 issues | Fix all data quality issues for datamccgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wwwcivicdatacom | US/Federal/opendata/wwwcivicdatacom.yaml | 4 issues | Fix all data quality issues for wwwcivicdatacom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
dataharvestportalorg | US/Federal/opendata/dataharvestportalorg.yaml | 4 issues | Fix all data quality issues for dataharvestportalorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
civicdatacom | US/Federal/opendata/civicdatacom.yaml | 4 issues | Fix all data quality issues for civicdatacom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datanativelandinfo | US/Federal/opendata/datanativelandinfo.yaml | 4 issues | Fix all data quality issues for datanativelandinfo. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datahubhymarcorg | US/Federal/opendata/datahubhymarcorg.yaml | 4 issues | Fix all data quality issues for datahubhymarcorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
embedagingresearchgroup | US/Federal/opendata/embedagingresearchgroup.yaml | 4 issues | Fix all data quality issues for embedagingresearchgroup. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisservicesdorchestercountynet | US/Federal/geo/gisservicesdorchestercountynet.yaml | 4 issues | Fix all data quality issues for gisservicesdorchestercountynet. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoserver2prgov | US/Federal/geo/geoserver2prgov.yaml | 4 issues | Fix all data quality issues for geoserver2prgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
portalsuperiordcgisorg | US/Federal/geo/portalsuperiordcgisorg.yaml | 4 issues | Fix all data quality issues for portalsuperiordcgisorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisnolagov | US/Federal/geo/gisnolagov.yaml | 4 issues | Fix all data quality issues for gisnolagov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
maps3arcgisonlinecom | US/Federal/geo/maps3arcgisonlinecom.yaml | 4 issues | Fix all data quality issues for maps3arcgisonlinecom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
giswebpwcgovorg | US/Federal/geo/giswebpwcgovorg.yaml | 4 issues | Fix all data quality issues for giswebpwcgovorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapsihsgov | US/Federal/geo/mapsihsgov.yaml | 4 issues | Fix all data quality issues for mapsihsgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
giswwwwestchestergovcom | US/Federal/geo/giswwwwestchestergovcom.yaml | 4 issues | Fix all data quality issues for giswwwwestchestergovcom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
oceanfloridamarineorg | US/Federal/geo/oceanfloridamarineorg.yaml | 4 issues | Fix all data quality issues for oceanfloridamarineorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
cartowfsnationalmapgov | US/Federal/geo/cartowfsnationalmapgov.yaml | 4 issues | Fix all data quality issues for cartowfsnationalmapgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wildfirecrusgsgov | US/Federal/geo/wildfirecrusgsgov.yaml | 4 issues | Fix all data quality issues for wildfirecrusgsgov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
cleargisuconnedu | US/Federal/geo/cleargisuconnedu.yaml | 4 issues | Fix all data quality issues for cleargisuconnedu. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
cgsarcimageminesedu | US/Federal/geo/cgsarcimageminesedu.yaml | 4 issues | Fix all data quality issues for cgsarcimageminesedu. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geonodelabsecotrustorg | US/Federal/geo/geonodelabsecotrustorg.yaml | 4 issues | Fix all data quality issues for geonodelabsecotrustorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
basemapsarcgiscom | US/Federal/geo/basemapsarcgiscom.yaml | 4 issues | Fix all data quality issues for basemapsarcgiscom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapsorcityorg | US/Federal/geo/mapsorcityorg.yaml | 4 issues | Fix all data quality issues for mapsorcityorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
imagerysuperiordcgisorg | US/Federal/geo/imagerysuperiordcgisorg.yaml | 4 issues | Fix all data quality issues for imagerysuperiordcgisorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
imagerypasdapsuedu | US/Federal/geo/imagerypasdapsuedu.yaml | 4 issues | Fix all data quality issues for imagerypasdapsuedu. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
cartonationalmapgov | US/Federal/geo/cartonationalmapgov.yaml | 4 issues | Fix all data quality issues for cartonationalmapgov. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
gischarttoolsnoaagov | US/Federal/geo/gischarttoolsnoaagov.yaml | 4 issues | Fix all data quality issues for gischarttoolsnoaagov. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
arcgisracinecountycom | US/Federal/geo/arcgisracinecountycom.yaml | 4 issues | Fix all data quality issues for arcgisracinecountycom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisdatapgplanningorg | US/Federal/geo/gisdatapgplanningorg.yaml | 4 issues | Fix all data quality issues for gisdatapgplanningorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisglcorg | US/Federal/geo/gisglcorg.yaml | 4 issues | Fix all data quality issues for gisglcorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
ienccloudus | US/Federal/geo/ienccloudus.yaml | 4 issues | Fix all data quality issues for ienccloudus. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gislandscapeitreetoolsorg | US/Federal/geo/gislandscapeitreetoolsorg.yaml | 4 issues | Fix all data quality issues for gislandscapeitreetoolsorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wwwmymanateeorg | US/Federal/geo/wwwmymanateeorg.yaml | 4 issues | Fix all data quality issues for wwwmymanateeorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
landsat2arcgiscom | US/Federal/geo/landsat2arcgiscom.yaml | 4 issues | Fix all data quality issues for landsat2arcgiscom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gissncoappsus | US/Federal/geo/gissncoappsus.yaml | 4 issues | Fix all data quality issues for gissncoappsus. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
smartmapccomunhedu | US/Federal/geo/smartmapccomunhedu.yaml | 4 issues | Fix all data quality issues for smartmapccomunhedu. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
gis1acimapus | US/Federal/geo/gis1acimapus.yaml | 4 issues | Fix all data quality issues for gis1acimapus. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
iptmobotorg | US/Federal/scientific/iptmobotorg.yaml | 4 issues | Fix all data quality issues for iptmobotorg. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
12811911222 | US/Federal/scientific/12811911222.yaml | 4 issues | Fix all data quality issues for 12811911222. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
iptnhmuutahedu | US/Federal/scientific/iptnhmuutahedu.yaml | 4 issues | Fix all data quality issues for iptnhmuutahedu. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
159651070 | US/Federal/scientific/159651070.yaml | 4 issues | Fix all data quality issues for 159651070. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
